data_hora,potencia_kw,energia_kwh,temperatura_inversor,fonte_id,data,geracao
2025-07-08 09:19:23.207481,2.598,0.649,44.3,1,2025-07-08,27.685
2025-07-08 09:34:23.207481,2.133,0.533,41.9,1,2025-07-08,27.685
2025-07-08 09:49:23.207481,2.313,0.578,27.3,1,2025-07-08,27.685
2025-07-08 10:04:23.207481,2.368,0.592,43.6,1,2025-07-08,27.685
2025-07-08 10:19:23.207481,2.615,0.654,37.1,1,2025-07-08,27.685
2025-07-08 10:34:23.207481,2.962,0.741,31.1,1,2025-07-08,27.685
2025-07-08 10:49:23.207481,2.863,0.716,28.2,1,2025-07-08,27.685
2025-07-08 11:04:23.207481,3.763,0.941,33.3,1,2025-07-08,27.685
2025-07-08 11:19:23.207481,3.52,0.88,26.8,1,2025-07-08,27.685
2025-07-08 11:34:23.207481,2.816,0.704,30.8,1,2025-07-08,27.685
2025-07-08 11:49:23.207481,3.634,0.909,31.2,1,2025-07-08,27.685
2025-07-08 12:04:23.207481,2.843,0.711,33.3,1,2025-07-08,27.685
2025-07-08 12:19:23.207481,2.975,0.744,28.4,1,2025-07-08,27.685
2025-07-08 12:34:23.207481,4.194,1.048,29.2,1,2025-07-08,27.685
2025-07-08 12:49:23.207481,3.314,0.829,26.9,1,2025-07-08,27.685
2025-07-08 13:04:23.207481,3.758,0.94,31.2,1,2025-07-08,27.685
2025-07-08 13:19:23.207481,3.623,0.906,26.8,1,2025-07-08,27.685
2025-07-08 13:34:23.207481,3.465,0.866,33.4,1,2025-07-08,27.685
2025-07-08 13:49:23.207481,3.217,0.804,29.2,1,2025-07-08,27.685
2025-07-08 14:04:23.207481,3.151,0.788,27.7,1,2025-07-08,27.685
2025-07-08 14:19:23.207481,3.338,0.834,25.1,1,2025-07-08,27.685
2025-07-08 14:34:23.207481,3.3,0.825,34.7,1,2025-07-08,27.685
2025-07-08 14:49:23.207481,2.525,0.631,32.4,1,2025-07-08,27.685
2025-07-08 15:04:23.207481,2.848,0.712,39.8,1,2025-07-08,27.685
2025-07-08 15:19:23.207481,2.464,0.616,32.8,1,2025-07-08,27.685
2025-07-08 15:34:23.207481,2.657,0.664,30.9,1,2025-07-08,27.685
2025-07-08 15:49:23.207481,2.377,0.594,42.2,1,2025-07-08,27.685
2025-07-08 16:04:23.207481,1.454,0.364,28.6,1,2025-07-08,27.685
2025-07-08 16:19:23.207481,1.913,0.478,36.5,1,2025-07-08,27.685
2025-07-08 16:34:23.207481,1.98,0.495,31.1,1,2025-07-08,27.685
2025-07-08 16:49:23.207481,2.077,0.519,30.6,1,2025-07-08,27.685
2025-07-08 17:04:23.207481,0.933,0.233,40.8,1,2025-07-08,27.685
2025-07-08 17:19:23.207481,1.142,0.286,33.9,1,2025-07-08,27.685
2025-07-08 17:34:23.207481,0.904,0.226,37.7,1,2025-07-08,27.685
2025-07-08 17:49:23.207481,1.244,0.311,33.9,1,2025-07-08,27.685
2025-07-08 18:04:23.207481,0.415,0.104,30.7,1,2025-07-08,27.685
2025-07-08 18:19:23.207481,0.398,0.099,37.6,1,2025-07-08,27.685
2025-07-08 18:34:23.207481,0.352,0.088,34.6,1,2025-07-08,27.685
2025-07-08 18:49:23.207481,0.287,0.072,40.0,1,2025-07-08,27.685
2025-07-08 19:04:23.207481,0.0,0.0,30.8,1,2025-07-08,27.685
2025-07-08 19:19:23.207481,0.0,0.0,36.9,1,2025-07-08,27.685
2025-07-08 19:34:23.207481,0.0,0.0,38.8,1,2025-07-08,27.685
2025-07-08 19:49:23.207481,0.0,0.0,42.5,1,2025-07-08,27.685
2025-07-08 20:04:23.207481,0.0,0.0,27.9,1,2025-07-08,27.685
2025-07-08 20:19:23.207481,0.0,0.0,42.8,1,2025-07-08,27.685
2025-07-08 20:34:23.207481,0.0,0.0,35.5,1,2025-07-08,27.685
2025-07-08 20:49:23.207481,0.0,0.0,28.1,1,2025-07-08,27.685
2025-07-08 21:04:23.207481,0.0,0.0,44.4,1,2025-07-08,27.685
2025-07-08 21:19:23.207481,0.0,0.0,29.3,1,2025-07-08,27.685
2025-07-08 21:34:23.207481,0.0,0.0,36.6,1,2025-07-08,27.685
2025-07-08 21:49:23.207481,0.0,0.0,29.2,1,2025-07-08,27.685
2025-07-08 22:04:23.207481,0.0,0.0,26.1,1,2025-07-08,27.685
2025-07-08 22:19:23.207481,0.0,0.0,41.3,1,2025-07-08,27.685
2025-07-08 22:34:23.207481,0.0,0.0,36.3,1,2025-07-08,27.685
2025-07-08 22:49:23.207481,0.0,0.0,41.6,1,2025-07-08,27.685
2025-07-08 23:04:23.207481,0.0,0.0,43.8,1,2025-07-08,27.685
2025-07-08 23:19:23.207481,0.0,0.0,40.3,1,2025-07-08,27.685
2025-07-08 23:34:23.207481,0.0,0.0,44.7,1,2025-07-08,27.685
2025-07-08 23:49:23.207481,0.0,0.0,43.0,1,2025-07-08,27.685
2025-07-09 00:04:23.207481,0.0,0.0,27.2,1,2025-07-09,26.128
2025-07-09 00:19:23.207481,0.0,0.0,30.7,1,2025-07-09,26.128
2025-07-09 00:34:23.207481,0.0,0.0,36.1,1,2025-07-09,26.128
2025-07-09 00:49:23.207481,0.0,0.0,28.9,1,2025-07-09,26.128
2025-07-09 01:04:23.207481,0.0,0.0,25.6,1,2025-07-09,26.128
2025-07-09 01:19:23.207481,0.0,0.0,39.0,1,2025-07-09,26.128
2025-07-09 01:34:23.207481,0.0,0.0,43.1,1,2025-07-09,26.128
2025-07-09 01:49:23.207481,0.0,0.0,41.6,1,2025-07-09,26.128
2025-07-09 02:04:23.207481,0.0,0.0,27.4,1,2025-07-09,26.128
2025-07-09 02:19:23.207481,0.0,0.0,44.2,1,2025-07-09,26.128
2025-07-09 02:34:23.207481,0.0,0.0,27.0,1,2025-07-09,26.128
2025-07-09 02:49:23.207481,0.0,0.0,25.7,1,2025-07-09,26.128
2025-07-09 03:04:23.207481,0.0,0.0,41.5,1,2025-07-09,26.128
2025-07-09 03:19:23.207481,0.0,0.0,42.6,1,2025-07-09,26.128
2025-07-09 03:34:23.207481,0.0,0.0,34.9,1,2025-07-09,26.128
2025-07-09 03:49:23.207481,0.0,0.0,41.9,1,2025-07-09,26.128
2025-07-09 04:04:23.207481,0.0,0.0,39.8,1,2025-07-09,26.128
2025-07-09 04:19:23.207481,0.0,0.0,40.3,1,2025-07-09,26.128
2025-07-09 04:34:23.207481,0.0,0.0,37.7,1,2025-07-09,26.128
2025-07-09 04:49:23.207481,0.0,0.0,25.6,1,2025-07-09,26.128
2025-07-09 05:04:23.207481,0.0,0.0,33.4,1,2025-07-09,26.128
2025-07-09 05:19:23.207481,0.0,0.0,25.6,1,2025-07-09,26.128
2025-07-09 05:34:23.207481,0.0,0.0,26.8,1,2025-07-09,26.128
2025-07-09 05:49:23.207481,0.0,0.0,39.8,1,2025-07-09,26.128
2025-07-09 06:04:23.207481,0.358,0.089,29.8,1,2025-07-09,26.128
2025-07-09 06:19:23.207481,0.286,0.072,35.1,1,2025-07-09,26.128
2025-07-09 06:34:23.207481,0.31,0.078,31.3,1,2025-07-09,26.128
2025-07-09 06:49:23.207481,0.341,0.085,41.5,1,2025-07-09,26.128
2025-07-09 07:04:23.207481,0.916,0.229,40.1,1,2025-07-09,26.128
2025-07-09 07:19:23.207481,1.128,0.282,32.5,1,2025-07-09,26.128
2025-07-09 07:34:23.207481,1.066,0.267,28.8,1,2025-07-09,26.128
2025-07-09 07:49:23.207481,1.182,0.295,40.7,1,2025-07-09,26.128
2025-07-09 08:04:23.207481,1.781,0.445,28.4,1,2025-07-09,26.128
2025-07-09 08:19:23.207481,1.846,0.462,42.8,1,2025-07-09,26.128
2025-07-09 08:34:23.207481,1.861,0.465,30.7,1,2025-07-09,26.128
2025-07-09 08:49:23.207481,1.481,0.37,29.0,1,2025-07-09,26.128
2025-07-09 09:04:23.207481,2.04,0.51,28.1,1,2025-07-09,26.128
2025-07-09 09:19:23.207481,2.339,0.585,39.4,1,2025-07-09,26.128
2025-07-09 09:34:23.207481,2.235,0.559,33.4,1,2025-07-09,26.128
2025-07-09 09:49:23.207481,2.686,0.671,43.3,1,2025-07-09,26.128
2025-07-09 10:04:23.207481,2.584,0.646,35.7,1,2025-07-09,26.128
2025-07-09 10:19:23.207481,3.189,0.797,31.6,1,2025-07-09,26.128
2025-07-09 10:34:23.207481,2.728,0.682,27.2,1,2025-07-09,26.128
2025-07-09 10:49:23.207481,2.855,0.714,36.0,1,2025-07-09,26.128
2025-07-09 11:04:23.207481,2.528,0.632,38.3,1,2025-07-09,26.128
2025-07-09 11:19:23.207481,3.76,0.94,42.7,1,2025-07-09,26.128
2025-07-09 11:34:23.207481,3.469,0.867,43.1,1,2025-07-09,26.128
2025-07-09 11:49:23.207481,3.484,0.871,32.1,1,2025-07-09,26.128
2025-07-09 12:04:23.207481,2.808,0.702,43.4,1,2025-07-09,26.128
2025-07-09 12:19:23.207481,3.126,0.782,37.8,1,2025-07-09,26.128
2025-07-09 12:34:23.207481,3.568,0.892,29.1,1,2025-07-09,26.128
2025-07-09 12:49:23.207481,3.905,0.976,27.6,1,2025-07-09,26.128
2025-07-09 13:04:23.207481,3.141,0.785,30.9,1,2025-07-09,26.128
2025-07-09 13:19:23.207481,2.849,0.712,27.4,1,2025-07-09,26.128
2025-07-09 13:34:23.207481,3.066,0.767,40.2,1,2025-07-09,26.128
2025-07-09 13:49:23.207481,2.556,0.639,38.8,1,2025-07-09,26.128
2025-07-09 14:04:23.207481,2.522,0.631,34.5,1,2025-07-09,26.128
2025-07-09 14:19:23.207481,3.1,0.775,37.5,1,2025-07-09,26.128
2025-07-09 14:34:23.207481,2.369,0.592,43.4,1,2025-07-09,26.128
2025-07-09 14:49:23.207481,2.659,0.665,26.1,1,2025-07-09,26.128
2025-07-09 15:04:23.207481,2.054,0.514,31.5,1,2025-07-09,26.128
2025-07-09 15:19:23.207481,1.998,0.499,37.5,1,2025-07-09,26.128
2025-07-09 15:34:23.207481,2.881,0.72,30.5,1,2025-07-09,26.128
2025-07-09 15:49:23.207481,2.35,0.588,35.1,1,2025-07-09,26.128
2025-07-09 16:04:23.207481,1.85,0.462,25.1,1,2025-07-09,26.128
2025-07-09 16:19:23.207481,1.981,0.495,37.3,1,2025-07-09,26.128
2025-07-09 16:34:23.207481,1.893,0.473,38.9,1,2025-07-09,26.128
2025-07-09 16:49:23.207481,1.797,0.449,33.4,1,2025-07-09,26.128
2025-07-09 17:04:23.207481,1.106,0.277,30.1,1,2025-07-09,26.128
2025-07-09 17:19:23.207481,0.863,0.216,37.8,1,2025-07-09,26.128
2025-07-09 17:34:23.207481,1.136,0.284,33.2,1,2025-07-09,26.128
2025-07-09 17:49:23.207481,0.979,0.245,32.1,1,2025-07-09,26.128
2025-07-09 18:04:23.207481,0.385,0.096,34.4,1,2025-07-09,26.128
2025-07-09 18:19:23.207481,0.408,0.102,27.1,1,2025-07-09,26.128
2025-07-09 18:34:23.207481,0.294,0.073,38.2,1,2025-07-09,26.128
2025-07-09 18:49:23.207481,0.415,0.104,30.2,1,2025-07-09,26.128
2025-07-09 19:04:23.207481,0.0,0.0,39.7,1,2025-07-09,26.128
2025-07-09 19:19:23.207481,0.0,0.0,31.9,1,2025-07-09,26.128
2025-07-09 19:34:23.207481,0.0,0.0,40.9,1,2025-07-09,26.128
2025-07-09 19:49:23.207481,0.0,0.0,34.6,1,2025-07-09,26.128
2025-07-09 20:04:23.207481,0.0,0.0,42.6,1,2025-07-09,26.128
2025-07-09 20:19:23.207481,0.0,0.0,41.2,1,2025-07-09,26.128
2025-07-09 20:34:23.207481,0.0,0.0,33.3,1,2025-07-09,26.128
2025-07-09 20:49:23.207481,0.0,0.0,27.1,1,2025-07-09,26.128
2025-07-09 21:04:23.207481,0.0,0.0,37.1,1,2025-07-09,26.128
2025-07-09 21:19:23.207481,0.0,0.0,25.5,1,2025-07-09,26.128
2025-07-09 21:34:23.207481,0.0,0.0,28.4,1,2025-07-09,26.128
2025-07-09 21:49:23.207481,0.0,0.0,31.8,1,2025-07-09,26.128
2025-07-09 22:04:23.207481,0.0,0.0,40.4,1,2025-07-09,26.128
2025-07-09 22:19:23.207481,0.0,0.0,38.7,1,2025-07-09,26.128
2025-07-09 22:34:23.207481,0.0,0.0,40.7,1,2025-07-09,26.128
2025-07-09 22:49:23.207481,0.0,0.0,44.5,1,2025-07-09,26.128
2025-07-09 23:04:23.207481,0.0,0.0,30.0,1,2025-07-09,26.128
2025-07-09 23:19:23.207481,0.0,0.0,32.8,1,2025-07-09,26.128
2025-07-09 23:34:23.207481,0.0,0.0,43.9,1,2025-07-09,26.128
2025-07-09 23:49:23.207481,0.0,0.0,38.2,1,2025-07-09,26.128
2025-07-10 00:04:23.207481,0.0,0.0,37.3,1,2025-07-10,26.258
2025-07-10 00:19:23.207481,0.0,0.0,38.0,1,2025-07-10,26.258
2025-07-10 00:34:23.207481,0.0,0.0,26.5,1,2025-07-10,26.258
2025-07-10 00:49:23.207481,0.0,0.0,26.5,1,2025-07-10,26.258
2025-07-10 01:04:23.207481,0.0,0.0,30.1,1,2025-07-10,26.258
2025-07-10 01:19:23.207481,0.0,0.0,42.0,1,2025-07-10,26.258
2025-07-10 01:34:23.207481,0.0,0.0,27.2,1,2025-07-10,26.258
2025-07-10 01:49:23.207481,0.0,0.0,30.1,1,2025-07-10,26.258
2025-07-10 02:04:23.207481,0.0,0.0,40.2,1,2025-07-10,26.258
2025-07-10 02:19:23.207481,0.0,0.0,30.1,1,2025-07-10,26.258
2025-07-10 02:34:23.207481,0.0,0.0,25.3,1,2025-07-10,26.258
2025-07-10 02:49:23.207481,0.0,0.0,26.1,1,2025-07-10,26.258
2025-07-10 03:04:23.207481,0.0,0.0,31.3,1,2025-07-10,26.258
2025-07-10 03:19:23.207481,0.0,0.0,25.4,1,2025-07-10,26.258
2025-07-10 03:34:23.207481,0.0,0.0,38.6,1,2025-07-10,26.258
2025-07-10 03:49:23.207481,0.0,0.0,27.6,1,2025-07-10,26.258
2025-07-10 04:04:23.207481,0.0,0.0,29.8,1,2025-07-10,26.258
2025-07-10 04:19:23.207481,0.0,0.0,38.0,1,2025-07-10,26.258
2025-07-10 04:34:23.207481,0.0,0.0,28.1,1,2025-07-10,26.258
2025-07-10 04:49:23.207481,0.0,0.0,36.2,1,2025-07-10,26.258
2025-07-10 05:04:23.207481,0.0,0.0,38.6,1,2025-07-10,26.258
2025-07-10 05:19:23.207481,0.0,0.0,30.3,1,2025-07-10,26.258
2025-07-10 05:34:23.207481,0.0,0.0,33.5,1,2025-07-10,26.258
2025-07-10 05:49:23.207481,0.0,0.0,33.4,1,2025-07-10,26.258
2025-07-10 06:04:23.207481,0.409,0.102,32.6,1,2025-07-10,26.258
2025-07-10 06:19:23.207481,0.285,0.071,25.3,1,2025-07-10,26.258
2025-07-10 06:34:23.207481,0.299,0.075,27.9,1,2025-07-10,26.258
2025-07-10 06:49:23.207481,0.359,0.09,37.7,1,2025-07-10,26.258
2025-07-10 07:04:23.207481,0.843,0.211,25.8,1,2025-07-10,26.258
2025-07-10 07:19:23.207481,1.13,0.282,25.2,1,2025-07-10,26.258
2025-07-10 07:34:23.207481,1.141,0.285,36.5,1,2025-07-10,26.258
2025-07-10 07:49:23.207481,1.212,0.303,41.7,1,2025-07-10,26.258
2025-07-10 08:04:23.207481,1.998,0.5,39.6,1,2025-07-10,26.258
2025-07-10 08:19:23.207481,1.591,0.398,35.2,1,2025-07-10,26.258
2025-07-10 08:34:23.207481,1.625,0.406,28.0,1,2025-07-10,26.258
2025-07-10 08:49:23.207481,1.569,0.392,40.6,1,2025-07-10,26.258
2025-07-10 09:04:23.207481,2.31,0.578,29.3,1,2025-07-10,26.258
2025-07-10 09:19:23.207481,2.643,0.661,31.6,1,2025-07-10,26.258
2025-07-10 09:34:23.207481,2.495,0.624,43.9,1,2025-07-10,26.258
2025-07-10 09:49:23.207481,2.063,0.516,44.2,1,2025-07-10,26.258
2025-07-10 10:04:23.207481,2.646,0.662,29.6,1,2025-07-10,26.258
2025-07-10 10:19:23.207481,2.637,0.659,34.7,1,2025-07-10,26.258
2025-07-10 10:34:23.207481,3.234,0.808,34.7,1,2025-07-10,26.258
2025-07-10 10:49:23.207481,3.16,0.79,30.7,1,2025-07-10,26.258
2025-07-10 11:04:23.207481,2.886,0.721,37.8,1,2025-07-10,26.258
2025-07-10 11:19:23.207481,3.764,0.941,33.6,1,2025-07-10,26.258
2025-07-10 11:34:23.207481,3.358,0.84,38.2,1,2025-07-10,26.258
2025-07-10 11:49:23.207481,2.804,0.701,34.7,1,2025-07-10,26.258
2025-07-10 12:04:23.207481,3.586,0.896,25.2,1,2025-07-10,26.258
2025-07-10 12:19:23.207481,2.92,0.73,32.9,1,2025-07-10,26.258
2025-07-10 12:34:23.207481,3.844,0.961,32.9,1,2025-07-10,26.258
2025-07-10 12:49:23.207481,3.99,0.998,42.6,1,2025-07-10,26.258
2025-07-10 13:04:23.207481,3.584,0.896,43.6,1,2025-07-10,26.258
2025-07-10 13:19:23.207481,2.803,0.701,40.3,1,2025-07-10,26.258
2025-07-10 13:34:23.207481,2.919,0.73,26.3,1,2025-07-10,26.258
2025-07-10 13:49:23.207481,2.748,0.687,37.8,1,2025-07-10,26.258
2025-07-10 14:04:23.207481,3.248,0.812,26.0,1,2025-07-10,26.258
2025-07-10 14:19:23.207481,2.975,0.744,32.9,1,2025-07-10,26.258
2025-07-10 14:34:23.207481,2.289,0.572,27.8,1,2025-07-10,26.258
2025-07-10 14:49:23.207481,2.962,0.741,40.0,1,2025-07-10,26.258
2025-07-10 15:04:23.207481,2.087,0.522,40.7,1,2025-07-10,26.258
2025-07-10 15:19:23.207481,2.009,0.502,27.5,1,2025-07-10,26.258
2025-07-10 15:34:23.207481,2.486,0.621,43.0,1,2025-07-10,26.258
2025-07-10 15:49:23.207481,2.038,0.509,39.7,1,2025-07-10,26.258
2025-07-10 16:04:23.207481,1.616,0.404,43.5,1,2025-07-10,26.258
2025-07-10 16:19:23.207481,1.898,0.475,25.5,1,2025-07-10,26.258
2025-07-10 16:34:23.207481,1.401,0.35,33.3,1,2025-07-10,26.258
2025-07-10 16:49:23.207481,1.51,0.377,44.5,1,2025-07-10,26.258
2025-07-10 17:04:23.207481,1.111,0.278,27.9,1,2025-07-10,26.258
2025-07-10 17:19:23.207481,0.981,0.245,38.3,1,2025-07-10,26.258
2025-07-10 17:34:23.207481,0.987,0.247,35.2,1,2025-07-10,26.258
2025-07-10 17:49:23.207481,1.115,0.279,36.3,1,2025-07-10,26.258
2025-07-10 18:04:23.207481,0.4,0.1,32.4,1,2025-07-10,26.258
2025-07-10 18:19:23.207481,0.355,0.089,29.5,1,2025-07-10,26.258
2025-07-10 18:34:23.207481,0.32,0.08,37.5,1,2025-07-10,26.258
2025-07-10 18:49:23.207481,0.385,0.096,26.0,1,2025-07-10,26.258
2025-07-10 19:04:23.207481,0.0,0.0,26.0,1,2025-07-10,26.258
2025-07-10 19:19:23.207481,0.0,0.0,37.2,1,2025-07-10,26.258
2025-07-10 19:34:23.207481,0.0,0.0,28.5,1,2025-07-10,26.258
2025-07-10 19:49:23.207481,0.0,0.0,44.7,1,2025-07-10,26.258
2025-07-10 20:04:23.207481,0.0,0.0,28.0,1,2025-07-10,26.258
2025-07-10 20:19:23.207481,0.0,0.0,29.4,1,2025-07-10,26.258
2025-07-10 20:34:23.207481,0.0,0.0,43.4,1,2025-07-10,26.258
2025-07-10 20:49:23.207481,0.0,0.0,27.5,1,2025-07-10,26.258
2025-07-10 21:04:23.207481,0.0,0.0,27.4,1,2025-07-10,26.258
2025-07-10 21:19:23.207481,0.0,0.0,31.8,1,2025-07-10,26.258
2025-07-10 21:34:23.207481,0.0,0.0,30.3,1,2025-07-10,26.258
2025-07-10 21:49:23.207481,0.0,0.0,41.8,1,2025-07-10,26.258
2025-07-10 22:04:23.207481,0.0,0.0,41.6,1,2025-07-10,26.258
2025-07-10 22:19:23.207481,0.0,0.0,30.8,1,2025-07-10,26.258
